[2437, 4908, 12967, 21046, 34112, 49401, 83152, 117885, 144718, 121839, 110301, 123685, 135620, 181914, 619535]
[2437, 4908, 12967, 21046, 34112, 49401, 83152, 117885, 144718, 121839, 110301, 123685, 135620, 181914, 619535]
[0, 0, 0, 0, 2, 0, 1, 6, 1, 22, 142, 124, 81, 3, 1]
[134, 319, 597, 1349, 2112, 2970, 5991, 8093, 9758, 7813, 5763, 7572, 8175, 8537, 4436]
[134, 319, 597, 1349, 2112, 2970, 5991, 8093, 9758, 7813, 5763, 7574, 8198, 8541, 4437]
[202, 491, 1734, 2052, 3363, 4831, 9104, 11735, 13769, 11802, 11454, 11393, 12983, 21138, 34437]
